# weights, mloglkl, A_IA, D_z1, D_z2, D_z3, D_z4, D_z5
5.850696022325172761e-76 3.605738201591028655e+02 -4.423449039459228516e+00 2.207715618610382735e-02 2.730216336250305964e-02 -5.326969242095946910e-02 -8.309097290039035855e-04 -2.791498911380767972e-02
1.862449164129057664e-75 3.594149033219787839e+02 -4.417254209518432617e+00 -8.450197899341582719e-02 4.920963835716248014e-02 -1.628761482238769848e-02 -2.769788074493408081e-02 1.106979668140411349e-02
1.953164299351660895e-75 3.593663449234422274e+02 -4.461169481277465820e+00 -9.832852721214299652e-03 2.341018080711368410e-03 -3.705756139755248674e-02 1.214255332946777288e-02 -9.617610812187194630e-03
2.516317690781465974e-75 3.591119990993873898e+02 -4.132530927658081055e+00 -9.010310840606690352e-02 -4.699700295925141047e-02 -3.953184556961059776e-02 -3.213051652908324729e-02 1.054837703704861185e-04
2.984339863464360749e-75 3.589404171273317274e+02 -4.503077030181884766e+00 -6.889967858791351540e-02 2.739701914787293080e-02 -4.351829767227172185e-03 -1.115200281143188463e-02 9.986591577529908836e-03
2.022092425482790304e-74 3.570260777759707480e+02 -4.399875640869140625e+00 -5.028169441223144520e-02 2.856383907794952937e-02 -3.660696458816528609e-02 1.263356065750122215e-02 1.611995315551757735e-02
2.221807924239062611e-74 3.569308893607121718e+02 -4.493086338043212891e+00 8.628965628147126921e-02 5.234015893936157238e-02 -1.871315717697150105e-03 -2.956097745895385626e-02 1.018336558341979836e-02
1.248588179815587109e-73 3.552036120556120409e+02 -4.517661809921264648e+00 1.257391047477722512e-02 6.051528489589691473e-02 -2.127242803573608371e-02 -2.938096046447756515e-03 1.519727110862734154e-03
4.564407081931055094e-72 3.516037517973332456e+02 -4.500605106353759766e+00 -3.038616228103638295e-02 -4.920878291130068027e-03 3.760591149330139160e-02 6.537217140197754128e-03 2.485762381553650174e-02
6.046276929238892388e-72 3.513215977204487217e+02 -4.351526498794555664e+00 4.379569458961486694e-02 -6.047368884086609664e-02 2.176281237602234464e-02 2.637688636779784990e-02 1.639651465415954690e-02
7.974920310389449980e-72 3.510437387632750870e+02 -4.307473897933959961e+00 5.203312218189239113e-02 4.685340321063995173e-02 -5.637549090385436668e-02 -6.241431713104247936e-03 1.950057935714721857e-02
9.739870659992249200e-72 3.508428125811636846e+02 -4.293700218200683594e+00 1.051748185157776044e-01 -5.320808279514313566e-02 7.146053481101989624e-02 -1.438173866271972440e-02 -1.615082645416259996e-02
6.862901861952498215e-71 3.488893249622344115e+02 -4.431464910507202148e+00 8.702725517749786144e-02 4.807178020477295699e-02 3.055677723884582531e-02 -1.885519981384277052e-02 -2.354436779022216902e-02
1.254688676191139841e-70 3.482849827584501554e+02 -4.089382410049438477e+00 -3.956372022628787399e-03 -2.092220699787140231e-02 -6.250894474983215154e-02 -2.536615276336669916e-02 2.237515962123871188e-02
1.645871108633921631e-70 3.480126004401031992e+02 5.956247091293334961e+00 1.048629248142242537e-01 6.488491058349610263e-02 6.713399648666379393e-03 -2.849550104141235218e-02 1.925340807437896790e-02
1.854521655032677295e-70 3.478922434385814313e+02 -4.057678699493408203e+00 1.141907948255539013e-01 -3.255466675758362377e-02 -5.601655697822570390e-02 1.051036262512206748e-02 2.807836425304412881e-02
2.814855481958211468e-70 3.474739593117648724e+02 -4.054272651672363281e+00 -7.618037831783294744e-02 8.011785149574277010e-03 -7.059510254859924228e-02 1.606328201293945324e-02 1.030460464954376099e-02
5.636142007762298024e-70 3.467786704432101033e+02 -4.335100650787353516e+00 -5.820569407939911455e-02 1.041578543186187644e-02 3.673145055770876688e-03 2.676991796493529557e-02 1.045146918296813859e-02
1.604801026112987892e-69 3.457312853628585003e+02 -4.164986371994018555e+00 9.595158255100251499e-02 3.551923906803131081e-02 -5.491357111930847412e-02 4.268136978149414396e-03 2.683257079124450745e-02
5.252599455301433635e-69 3.445445620520781063e+02 -4.459992170333862305e+00 -1.720970642566681252e-02 6.228549027442933927e-02 2.627402472496032093e-02 3.817083835601808861e-03 5.904364943504332441e-03
1.459938643313520978e-68 3.435213056377827456e+02 -4.263501405715942383e+00 -6.998374700546261540e-03 -1.933419513702392539e-02 -1.267515063285827581e-02 2.051918649673462047e-02 -2.248196125030518105e-03
2.722726818205669505e-68 3.428970661626652259e+02 -4.313710212707519531e+00 -6.433825063705445046e-02 1.283335769176482954e-02 3.553937745094298828e-02 -1.229026794433593639e-02 2.776453685760497947e-02
4.388230628871115303e-68 3.424187739474651266e+02 -4.415463924407958984e+00 -2.130138301849365812e-02 3.902340030670166382e-02 4.887744283676147272e-02 2.504071712493893820e-03 3.157345926761627453e-02
8.045090947314028795e-68 3.418116379622871364e+02 -4.041739225387573242e+00 9.361090135574341720e-02 6.699581372737883900e-02 -6.446517276763916171e-02 8.366629600524901067e-03 -2.386251068115234630e-02
2.111465682438361963e-67 3.408457326119315667e+02 -4.400589466094970703e+00 -9.019574761390689033e-03 1.508759737014767066e-03 5.847598242759703691e-02 -8.838153362274170366e-03 8.948913574218751721e-03
2.746089256723479146e-67 3.405819371434113236e+02 -4.038248062133789062e+00 3.554307818412781594e-02 2.621123135089874212e-02 -7.186866617202758434e-02 -3.235037183761596546e-02 -3.242447733879088440e-03
4.174312653879232181e-67 3.401621652435503051e+02 -3.995597362518310547e+00 -8.017435276508332043e-02 -3.797108674049377852e-02 -2.746750187873839982e-02 -8.065938949584905426e-05 2.291663825511932456e-02
4.831021476319732828e-67 3.400150570234131351e+02 -4.083184003829956055e+00 -6.905880546569824474e-02 5.271113455295563244e-02 -3.616906929016112937e-02 3.057484388351439791e-02 -1.503819572925567741e-02
1.435400748484222071e-66 3.389250857840439153e+02 -4.326396703720092773e+00 -3.180923831462860452e-02 5.916451120376586825e-02 5.118355751037598211e-03 2.996611118316651334e-03 6.124486684799194947e-03
1.995443092938478653e-66 3.385946637340996404e+02 -4.358936548233032227e+00 4.229624211788178545e-02 8.046677470207208582e-03 6.272658133506774092e-02 2.621497106552123785e-02 -1.907581186294555683e-02
6.226252260855679910e-66 3.374557552729820600e+02 -4.012106180191040039e+00 1.001033170223236263e-01 -1.868016564846038813e-02 -3.190123128890991200e-02 2.378113460540771246e-02 2.966304016113281705e-02
9.229757350317422838e-66 3.370610971025746494e+02 -4.140397310256958008e+00 1.015918346643448072e-01 2.250640225410462103e-02 -1.587563395500182772e-02 -7.068015575408936185e-03 -1.836158359050750824e-02
1.035145497866075974e-65 3.369454027740245010e+02 -3.971219301223754883e+00 -4.132871890068054443e-02 -1.297000694274902388e-02 -4.563714408874511991e-02 3.585507488250732483e-02 -8.080889225006104848e-03
1.592503245365297481e-65 3.365136376221419710e+02 -4.100380897521972656e+00 9.614495050907136131e-02 -2.450820314884186168e-02 -8.404504537582402346e-03 -1.620741319656372054e-02 1.668503129482269698e-02
3.831043887143018901e-65 3.356348074470641336e+02 -4.123574495315551758e+00 -8.715126228332520375e-02 7.985142946243292683e-03 5.959476613998414274e-02 5.003079414367672673e-03 -3.248676288127899658e-02
1.025688240495781607e-64 3.346489958341078932e+02 -4.174929857254028320e+00 2.623831915855408259e-02 4.936666202545166027e-02 -3.306075096130371010e-02 -1.406264162063598430e-02 -9.344113826751709873e-03
2.192968146374979204e-64 3.338881037313225875e+02 -3.855982303619384766e+00 -9.362381672859192150e-02 2.180326688289642434e-02 -5.242419576644897355e-02 1.562870836257934659e-02 -1.719108903408050545e-02
3.626409998862920520e-64 3.333841164976331584e+02 -3.924180507659912109e+00 -3.871102666854858709e-02 -5.259569048881530817e-02 -1.492122602462768455e-02 -1.225478982925415003e-02 2.877411890029907271e-02
3.970418385565296683e-64 3.332924881995774626e+02 -3.965368509292602539e+00 -6.064886140823364663e-02 8.793152689933775301e-03 -3.759739422798157038e-02 -1.786808681488036982e-02 2.312579619884490983e-02
6.202329836972733995e-64 3.328454346738957383e+02 -3.960903167724609375e+00 -8.165168452262878962e-02 -5.695085585117340421e-02 5.612446403503416892e-02 1.325073480606078768e-02 -1.809376323223114286e-02
6.290907667047011696e-64 3.328302543120272503e+02 -4.274447679519653320e+00 8.747501134872423534e-03 3.267660069465637418e-02 5.069804549217223066e-02 -2.450424528121947915e-02 -1.309463739395141588e-02
1.084294205280685935e-63 3.322848453092432237e+02 -3.978205204010009766e+00 -1.811282014846801736e-02 -2.012000441551208690e-02 -3.322697710990905884e-02 -2.226590538024902227e-02 2.022601532936096208e-02
1.156200814207749652e-63 3.322196351126458467e+02 -4.187504768371582031e+00 7.144590389728545932e-02 6.868907833099366367e-02 7.555911540985116304e-04 3.392963933944701665e-02 1.144444620609283425e-02
1.300918120720711529e-63 3.321007043206211051e+02 -3.955054521560668945e+00 1.102290111780166587e-01 6.466643464565277610e-02 -3.655380606651306014e-02 1.302118921279907249e-02 -3.205230617523193576e-02
1.177655247858300899e-62 3.298966641059953986e+02 -3.847445726394653320e+00 7.262593102455140726e-02 1.104306578636166103e-03 -6.456260061264038064e-02 -3.165912580490112122e-02 -7.389556288719179022e-03
8.581510614472157506e-62 3.279095795292323601e+02 -4.162799119949340820e+00 -1.932831573486328003e-02 5.573235547542572388e-02 7.367573046684265659e-02 -2.934392023086547507e-02 -1.317296147346496554e-02
9.028964345129195596e-62 3.278577518191383433e+02 -3.979315280914306641e+00 6.254206538200378362e-02 -5.326480543613434232e-02 7.273633003234858396e-03 -7.466694831848145336e-03 2.743664968013763417e-02
1.016761132975298652e-61 3.277379821812186265e+02 -3.928462743759155273e+00 5.529801964759827049e-02 4.208679306507111251e-02 -4.403354573249816661e-02 -1.091860771179199024e-02 -3.295571208000182967e-02
1.358900097001160753e-61 3.274469287762074146e+02 -4.076733827590942383e+00 1.413314187526702737e-02 6.407069063186646152e-02 -6.708006620407103160e-03 -3.212603187561034745e-02 -3.912907361984251792e-03
1.812078442195803880e-61 3.271581298994550480e+02 -3.671019315719604492e+00 -1.042790551185607956e-01 -6.502336943149567006e-02 4.460388636589050770e-02 -3.518056154251098661e-02 1.385695767402649048e-02
4.272221222780493004e-61 3.262994705118579759e+02 -3.798771858215332031e+00 -6.149935126304626604e-02 -7.008100390434264526e-03 -4.989830589294433350e-02 7.614469528198219983e-04 2.003382039070129156e-02
4.321181663401201164e-61 3.262870754984865584e+02 -3.767319202423095703e+00 -7.656147944927216287e-02 5.720971870422364436e-02 -5.715443015098571611e-02 2.723439502716063637e-02 -7.809610962867738482e-03
2.641231345133560151e-60 3.244757740765097651e+02 -4.173331260681152344e+00 2.365954041481017900e-02 5.921785318851471858e-02 1.576377511024475153e-02 1.418939638137817205e-02 2.056882381439209539e-03
3.997875494165949160e-60 3.240602562099761030e+02 -3.942307233810424805e+00 4.106175005435942771e-02 -3.306377220153808999e-02 3.015716314315797231e-03 -9.900295257568358931e-03 -2.745136642456054779e-02
7.332126819759394433e-60 3.234527536769635390e+02 -3.903605461120605469e+00 9.597544670104980746e-02 -2.792847311496735041e-02 -1.283095335960388050e-02 2.340787410736080987e-03 1.691567230224609586e-02
9.445963392670059744e-60 3.231984318075053579e+02 -4.024860620498657227e+00 5.459054732322692061e-02 -7.410242199897769388e-03 1.535785675048828569e-02 -3.081456041336059354e-02 5.077689886093139648e-03
1.359654270085554290e-59 3.228332037562879009e+02 -3.841125011444091797e+00 -5.859203946590423734e-02 -1.031827282905578569e-02 -7.631320953369144511e-03 3.070653820037842069e-02 -1.362983751296997087e-02
3.083802723423250014e-59 3.220132707246523296e+02 -4.060917377471923828e+00 5.360798871517181985e-02 5.549031364917755837e-02 -2.298211097717287044e-03 5.783203124999997113e-03 2.397278988361358637e-02
4.304019973543281297e-59 3.216788847470039059e+02 -4.112714052200317383e+00 6.666205537319185026e-02 -7.874889135360718662e-03 5.522216391563415649e-02 -5.054740905761703762e-04 -9.230545878410340715e-03
6.894111913265164299e-59 3.212067665091529989e+02 -4.137491226196289062e+00 7.347165083885194570e-02 3.689374315738677690e-02 6.964281463623046842e-02 -1.658669471740722642e-02 1.520456850528716791e-02
1.214506604122071720e-58 3.206395112103772362e+02 -3.995912075042724609e+00 1.077378644943237235e-01 4.642076969146730070e-03 4.501317071914673340e-02 2.405825614929198858e-02 2.627497887611389416e-02
1.552313471238592170e-57 3.180905176443008031e+02 -3.873559713363647461e+00 -1.003934944868087875e-01 6.489712536334993342e-02 5.289267325401304787e-02 6.826063156127930298e-03 -2.078885507583618300e-02
1.212250963109132148e-56 3.160342000000800340e+02 -3.908266067504882812e+00 9.537267816066742621e-02 3.429551553726196966e-02 8.758333683013916349e-03 2.585474395751952842e-02 2.611003410816192805e-02
1.367423292964169499e-56 3.159127507707193558e+02 -3.802784442901611328e+00 2.289528787136078936e-02 -2.963288319110870400e-02 4.795992136001583916e-03 -3.053523302078246793e-02 -1.392117083072662298e-02
1.623741919483644191e-56 3.157399456190269120e+02 5.783864736557006836e+00 8.350943398475647872e-02 4.268782603740692294e-02 6.399368262290953957e-02 -2.569625759124755798e-02 2.607598221302032809e-02
2.638299299797865226e-56 3.152535444266163722e+02 -3.762003421783447266e+00 -7.172429573535919756e-02 3.799349284172058583e-02 7.343947863578796642e-02 -3.548009777069091597e-02 -2.985906279087066628e-02
3.553245408442006419e-56 3.149548175461410437e+02 -3.736314296722412109e+00 3.960356819629669289e-02 6.007212281227108930e-03 -2.071389627456664967e-02 -3.214718484878539839e-02 -2.816478824615478715e-02
1.599916402158489516e-55 3.134491424593397824e+02 5.803256034851074219e+00 8.200620174407959040e-02 5.128378200531005793e-02 3.421035861968993452e-02 -1.984693479537963726e-02 7.587758302688568657e-04
3.698636012224997425e-55 3.126101297322304049e+02 -3.821125030517578125e+00 1.981664514541627009e-02 -3.258034658432006764e-02 1.260898375511169955e-02 -1.932636308670043768e-02 1.126516628265381015e-02
3.837592813847041676e-55 3.125722485399300012e+02 -3.558855772018432617e+00 1.043964650630950924e-01 -6.362454271316528298e-02 7.005246162414546784e-03 -1.566002798080444111e-02 3.263079893589020120e-02
5.036702222581554233e-55 3.122993422915640735e+02 -3.682870388031005859e+00 3.126196682453157016e-02 -3.371563017368316845e-02 -3.254773449897765958e-02 -9.773969650268554688e-03 -1.008002185821533364e-02
4.504636928844754905e-54 3.101074014506943399e+02 -3.796724796295166016e+00 -1.474360942840577393e-03 1.421867823600769798e-02 -1.524752283096313110e-02 -4.180323600769045300e-03 1.930533170700070300e-03
1.546179508842047855e-53 3.088731365973571883e+02 5.774227380752563477e+00 8.603963363170623324e-02 6.073649990558624423e-02 1.101896095275878285e-02 3.081958580017089139e-02 3.108327877521514793e-02
3.359016599341401284e-53 3.080962754002126189e+02 5.298382043838500977e+00 9.728440439701081799e-02 6.168496727943420521e-02 1.547957181930542658e-03 -2.109350538253784019e-02 -2.429054725170135681e-02
3.581371116243256513e-53 3.080311779321281165e+02 -3.832719326019287109e+00 -1.252643322944640980e-02 6.359765374660492077e-02 1.210461473464966020e-02 -1.641235113143920885e-02 -3.059347987174988043e-03
5.205647592981824882e-53 3.076561795407740760e+02 5.702821969985961914e+00 -7.518350958824152053e-03 5.713528668880463179e-02 -7.695290637016295732e-02 -2.563735628128051627e-02 3.259524822235107533e-02
5.218078828960339748e-53 3.076527943588595235e+02 -3.622895479202270508e+00 -6.251331961154937833e-02 -1.018844246864325509e-03 -1.766960620880123067e-03 2.937123584747313582e-02 -6.254435420036317389e-03
1.110699467377463579e-52 3.068963485919343270e+02 -3.516497611999511719e+00 1.164802190065383908e-01 -2.912333357334136869e-02 -7.049180746078492765e-03 1.870794010162353527e-02 -3.034268939495086970e-02
1.269074441139705348e-52 3.067620507113150552e+02 -3.249871730804443359e+00 -1.144509433507919366e-01 -4.578959870338440707e-02 -2.336344456672668352e-02 1.836564302444457925e-02 2.170633649826050199e-02
1.269473703335682557e-52 3.067607361518295193e+02 5.537053585052490234e+00 9.642660605907439619e-02 5.760337185859681908e-02 4.073809862136840154e-02 1.710118103027343656e-02 -1.029900670051574901e-02
4.681846562236478908e-52 3.054546459628976436e+02 -3.829553604125976562e+00 1.936413288116459186e-03 9.042219042778021354e-03 5.594314670562743064e-02 -9.462352752685546098e-03 -1.614891850948333915e-02
