# weights, mloglkl, A_IA, D_z1, D_z2, D_z3, D_z4, D_z5
3.013494573227734312e-35 2.624927917359195249e+02 -5.515861988067626953e+00 -1.019488903284072878e-01 -1.222567033767700539e-02 6.551660871505736450e-02 -3.335559082031249595e-02 -3.106209862232208255e-02
3.121479541964717000e-35 2.624565850274519221e+02 -5.860575199127197266e+00 6.477278459072112471e-02 4.022692215442658092e-02 -2.356873297691345487e-02 -2.378023767471313527e-02 8.903355002403259832e-03
5.272147165877718919e-35 2.619314544176076538e+02 -5.789845705032348633e+00 5.419856715202332753e-02 5.504407525062561535e-02 2.831135272979734552e-03 1.530892038345336992e-02 -3.298652637004852173e-02
6.743904117974160801e-35 2.616842531258222380e+02 -5.663087368011474609e+00 2.031344068050384977e-02 -4.507757163047790977e-02 -2.550239396095276001e-02 -2.231715059280395264e-02 2.237814545631408580e-02
7.328811997895116178e-35 2.616000787002323591e+02 -5.711115360260009766e+00 2.745507001876826281e-03 -2.528887152671813882e-02 -4.536593985557556274e-02 -7.874386310577390774e-03 1.845061576366424649e-02
9.799137680126961600e-35 2.613085977390572339e+02 -5.701846361160278320e+00 -8.527031815052033004e-02 -2.117017114162444980e-02 3.799928641319275102e-02 2.996205568313598661e-02 2.605919229984283297e-02
1.147348528440242365e-34 2.611498533831640998e+02 -5.331017732620239258e+00 -1.044183905124664302e-01 -6.567089259624481201e-02 3.904632425308227073e-02 -1.695531177520751692e-02 2.985826027393341520e-02
1.234645586185056295e-34 2.610755230818986092e+02 -5.620999574661254883e+00 7.290733551979065863e-02 -4.521510100364685425e-02 2.415377426147460871e-02 -2.918681144714355136e-02 2.443520092964172191e-02
2.187975304295682145e-34 2.605023304384333755e+02 -5.423352956771850586e+00 4.073143172264100109e-02 -1.609936773777008445e-02 -7.234110474586487316e-02 -2.509309959411620827e-02 -3.083207130432127907e-03
7.569793180809381705e-34 2.592601412898653166e+02 -5.811083078384399414e+00 -2.444414234161376709e-02 -3.627673637866974526e-02 2.392519354820250854e-02 2.656665802001952764e-02 -1.617933154106139526e-03
9.943657936996622790e-34 2.589863720813620489e+02 -5.137506723403930664e+00 -1.002089971303939953e-01 -5.168516707420349465e-02 -3.028385281562805120e-02 1.616979789733886258e-02 2.815043735504150352e-02
1.622151360832319328e-33 2.584959686743051179e+02 -5.330085039138793945e+00 4.880471134185791759e-02 -4.189005696773528964e-02 -1.562744307518005443e-02 3.013801288604735923e-02 -3.149068200588226590e-02
3.894021401803118168e-33 2.576192795400181126e+02 -5.235395908355712891e+00 -4.190974330902100253e-02 -4.555404675006866771e-02 -5.160674285888672275e-02 2.990984916687013107e-03 -2.516429543495178264e-02
5.051725690341006595e-33 2.573579920372767447e+02 -5.069751977920532227e+00 1.107265040874481216e-01 4.852469766139984320e-02 -6.098894762992859014e-02 -2.718948411941528309e-02 2.229112744331360196e-02
6.542493315268523281e-33 2.570984036093683471e+02 -5.187390804290771484e+00 -1.143887236118316664e-01 3.798667395114899148e-02 -5.362775230407715310e-02 6.737305641174314019e-03 -2.213292932510375899e-02
8.908460462366003109e-33 2.567887205041104153e+02 -5.085465431213378906e+00 -1.114649398326873903e-01 -3.803901243209839578e-02 -2.288438558578491377e-02 1.816730117797851762e-02 -2.653370404243469288e-02
1.035641994599691332e-32 2.566371153309986539e+02 -5.401576280593872070e+00 1.048616555929183930e-01 2.214105284214019920e-02 -3.283084988594055231e-02 -2.767074108123782072e-03 -1.250834369659423878e-02
1.987071220846350605e-32 2.559844750437237053e+02 -5.182727336883544922e+00 -9.983498132228851851e-02 -4.174809408187866999e-02 -3.551026439666748330e-02 -8.632867813110352284e-03 -1.139377748966216922e-02
3.570566604895130809e-32 2.553974125540025568e+02 -5.401644229888916016e+00 3.275796031951903886e-02 6.013924241065976561e-03 -6.054748177528380959e-02 2.204669809341430753e-02 1.589391875267028714e-02
4.148975423048139306e-32 2.552462754323075842e+02 -5.811522245407104492e+00 -3.256835818290712559e-03 2.632096695899963090e-02 3.384407901763916704e-02 -2.818200874328612854e-02 -4.501160144805907426e-03
5.853418994270602636e-32 2.549011109160681201e+02 -5.379006385803222656e+00 -6.373345971107488572e-03 -6.752404332160950873e-02 7.390187501907348466e-02 1.351911020278930703e-02 2.618637549877166765e-02
6.751179779027014877e-32 2.547574195783664095e+02 -5.741647481918334961e+00 -4.484560561180114813e-02 5.065850865840912376e-02 5.478146982192992620e-02 4.109315872192348396e-04 2.835114526748657576e-02
1.120955404883535375e-31 2.542493703953125816e+02 -5.559764385223388672e+00 9.665680932998658992e-02 3.961808323860172010e-03 2.980044221878051791e-02 -7.566494464874267550e-03 -6.390556454658507385e-03
1.124375457638747646e-31 2.542453240243236223e+02 -5.536405563354492188e+00 -2.009138274192810714e-02 -8.761756181716921776e-03 -4.081662297248840610e-02 -1.187239265441894509e-02 2.244907379150389015e-03
1.200480879977749579e-31 2.541788295472257175e+02 -4.652432441711425781e+00 -1.115814431905746557e-01 -5.472564375400543885e-02 -5.002850103378295860e-02 4.933659553527834640e-03 3.255698311328887595e-02
1.649617274543697299e-31 2.538600084508774728e+02 -5.168006658554077148e+00 4.696256911754607966e-02 -4.432399785518646718e-02 -1.246512937545776745e-02 -3.409700918197631353e-02 -2.711546194553375588e-02
1.772020292723762303e-31 2.537874314530692743e+02 -5.696103572845458984e+00 3.946657598018647739e-02 -1.542382049560547114e-02 6.502801895141602229e-03 7.102304935455321100e-03 -1.311348080635070870e-02
2.790449498605439138e-31 2.533323490635946769e+02 -5.239356994628906250e+00 8.928857517242431985e-02 -4.231823229789734298e-02 -1.014882373809813942e-02 3.582774639129635008e-03 2.524010968208312972e-02
3.169991682425774978e-31 2.532038227930169967e+02 -5.666313171386718750e+00 5.070692539215090888e-03 -2.688830852508545394e-02 6.333624458312987759e-02 -1.830139017105102475e-02 -9.938936233520507396e-03
3.549130271056663699e-31 2.530898491776594597e+02 -5.244497537612915039e+00 -8.363780665397643754e-02 -3.895164155960083308e-02 3.388848781585698799e-03 3.155344247817993414e-02 -6.332767367362976407e-03
3.795237884815430001e-31 2.530218046644334038e+02 -5.573184013366699219e+00 5.896531605720521652e-02 8.426988959312445293e-03 6.264820575714112605e-02 -2.627233600616454834e-02 -2.246467173099517961e-02
4.478584751191375611e-31 2.528552446642954408e+02 -5.446202516555786133e+00 -2.422879314422607400e-02 -1.724046671390533358e-02 -3.083727049827575395e-02 1.933960247039794716e-02 -9.239275217056273914e-03
5.112497991159363372e-31 2.527218636286206959e+02 -5.249224662780761719e+00 -9.352392482757568293e-02 -4.294087350368500089e-02 6.435058951377868597e-02 1.425034475326537875e-02 -2.133708429336547696e-02
6.172108717052991993e-31 2.525325112081582972e+02 -5.497740983963012695e+00 5.244080722332002120e-02 2.377415657043457919e-02 -3.584987640380859347e-02 -1.423201990127563252e-02 2.300269246101382947e-03
6.576491258923003403e-31 2.524680503972746237e+02 -5.751721143722534180e+00 1.843854975700377763e-02 -2.654909133911129149e-03 6.470710587501525557e-02 1.752166557312011264e-02 1.222385537624359059e-02
7.033531383762528635e-31 2.523998628468160348e+02 -5.590384483337402344e+00 7.762419426441193038e-02 4.833067595958710772e-02 3.161103987693786310e-02 -1.354128026962280254e-02 2.148824465274810913e-02
8.935183062356571832e-31 2.521595551204283936e+02 -5.331467628479003906e+00 2.256721508502960993e-02 -4.699145078659053287e-03 -3.529990839958190713e-02 3.405705070495605030e-02 -1.073783004283905204e-02
1.195304645136822456e-30 2.518675655780058662e+02 -5.630963087081909180e+00 2.216814959049225042e-02 -1.662775361537933289e-02 2.046668171882629061e-02 -1.787374305725097576e-02 1.929031598567963052e-02
1.294641000035285672e-30 2.517867332273993384e+02 -5.448359012603759766e+00 -4.788409352302555599e-03 6.184283816814423185e-02 1.331128621101379528e-02 2.758185482025145990e-02 3.243756544589997126e-02
1.794928138990997748e-30 2.514590016769177225e+02 -4.924000740051269531e+00 2.717341446876526956e-02 6.452874898910523904e-02 -6.558098101615905673e-02 -3.064276599884032878e-02 3.238991796970368264e-02
4.110138419271152810e-30 2.506295099574724361e+02 -4.907593488693237305e+00 7.118505799770356857e-02 -2.197722673416138001e-02 -7.746994900703429998e-02 1.045916032791137373e-02 1.163691258430481212e-02
4.237473368419160705e-30 2.505979994761202363e+02 -4.907647132873535156e+00 -1.723172950744629450e-02 -2.923001754283905546e-02 -6.231324291229248247e-02 3.182150888442992348e-02 -1.258792269229888974e-02
5.064156392310034127e-30 2.504187790965456486e+02 -5.100168943405151367e+00 -1.044186973571777366e-01 3.487067949771881226e-02 -1.846190714836120489e-02 -2.834345197677612047e-02 -1.701915764808654974e-02
5.078994655832382693e-30 2.504148533244583064e+02 -5.594973564147949219e+00 -1.093954396247863448e-02 4.051255059242249434e-02 3.019903349876404408e-02 2.107649803161620872e-02 2.538492071628570962e-02
7.685227680601070876e-30 2.499996666608930980e+02 -4.915045022964477539e+00 1.109150462150573918e-01 -1.568424618244171342e-02 -3.624850487709045666e-02 -3.104219627380370994e-02 1.070045006275176930e-02
9.442637218010691975e-30 2.497927313566116254e+02 -5.276540279388427734e+00 7.222987818717956088e-02 5.559316456317901778e-02 6.051146936416625099e-02 3.423268604278564137e-02 3.066281497478484663e-02
1.335124319122831971e-29 2.494453571606192384e+02 -5.235602617263793945e+00 -7.762967562675476829e-02 3.791451215744021108e-03 -1.095740604400634310e-02 -1.617517089843749714e-02 2.839607441425323620e-02
1.395079869771015458e-29 2.494004299031237224e+02 -5.436117410659790039e+00 5.779159319400788142e-02 -2.342189383506775024e-02 4.583806228637694880e-02 2.716151618957519248e-02 1.526292800903321367e-03
1.553510752901887848e-29 2.492918641995208304e+02 -5.074112892150878906e+00 -2.504709219932556297e-02 -3.153207993507385620e-02 -2.740694189071655323e-02 -3.010659885406493860e-02 -2.153551840782165494e-02
1.598341021517825346e-29 2.492624153412926375e+02 -5.590877294540405273e+00 -5.751670217514038425e-02 1.539091050624848134e-02 4.979858136177063577e-02 1.227378416061401106e-02 -1.344019174575807052e-03
2.069430404256292998e-29 2.490031081686882430e+02 -5.629672765731811523e+00 -3.029270017147064897e-02 7.985677599906926272e-03 1.566695165634154896e-02 7.189697742462156094e-03 8.361994385719301315e-03
3.898425657616181093e-29 2.483688087769725996e+02 -5.025768756866455078e+00 6.766716706752777533e-02 -1.068882894515991305e-02 -5.688482522964477539e-02 -4.037162303924562989e-03 -1.788298451900482283e-02
5.213364260838524436e-29 2.480771561922568083e+02 -5.475103855133056641e+00 6.276611781120301770e-02 1.028458964824677246e-02 2.292080712318420033e-02 2.474544239044189353e-02 -4.136502742767278473e-05
7.329271080439935761e-29 2.477355055034437612e+02 -4.782262802124023438e+00 -1.075649435520172198e-01 1.216824853420257757e-02 -5.881128931045532388e-02 -9.970436096191404723e-03 -1.032333397865295432e-02
7.847323201741862649e-29 2.476662090908400558e+02 -5.155829429626464844e+00 4.241076493263244707e-02 5.818770718574525769e-02 -3.275680732727050820e-02 -1.976463174819946197e-02 2.778015053272247376e-02
8.911956453631649160e-29 2.475379877741633550e+02 -5.471094131469726562e+00 3.714730417728424883e-02 2.347296559810638228e-02 -1.558998942375183078e-02 1.157189941406249617e-02 -1.386765003204344648e-03
1.153460920919293486e-28 2.472790295587225842e+02 -5.269086599349975586e+00 1.027664780616759088e-02 -1.680265939235687372e-02 1.212351822853088845e-02 -2.477124309539794483e-02 3.095858573913574940e-02
1.173355623685230330e-28 2.472609287798597109e+02 -5.299527168273925781e+00 8.915823590755463102e-02 -1.392527675628662392e-02 6.521402263641358499e-02 -2.192879676818845769e-03 -1.166451680660247903e-02
1.252089388757871023e-28 2.471949828111794147e+02 -5.131788253784179688e+00 -9.070703458786011364e-02 -2.882407557964325462e-02 2.373071908950805109e-02 2.381146287918090715e-02 -4.426164150238037082e-03
1.399858868032716468e-28 2.470824250550885210e+02 -4.544682025909423828e+00 1.127558076381683511e-01 -5.853426969051361839e-02 -4.196292042732238659e-02 -1.257189130783081116e-02 -1.683773767948150771e-02
1.420866388580298348e-28 2.470665296597192935e+02 -4.560239553451538086e+00 -1.038704913854599093e-01 -6.834820783138276235e-02 9.130117893219047431e-04 -1.922580385208129752e-02 2.547850835323333535e-02
1.462316568182228463e-28 2.470367746092876189e+02 -4.819585561752319336e+00 5.681687307357789762e-02 3.575739026069640891e-02 -7.657694721221923462e-02 -2.740698766708373618e-02 -2.465863108634950424e-03
2.452524066168388046e-28 2.465186787527582055e+02 -4.938934564590454102e+00 2.595217251777649781e-02 4.950138652324677369e-02 -7.751269340515136441e-02 -5.158896446228050658e-04 -9.875557065010070329e-03
2.505464806743211972e-28 2.464963222091617752e+02 -4.571869611740112305e+00 -9.275180590152741489e-02 -6.886213338375092585e-02 -2.952993535995483698e-02 -6.943234920501709095e-03 -1.111095321178436415e-02
4.082915081056522763e-28 2.460069852641327373e+02 -4.981628179550170898e+00 6.073433160781861739e-02 -5.000536751747131775e-02 -3.151429080963134843e-02 6.565283775329590343e-03 4.199063658714294323e-03
4.264624780699544559e-28 2.459624422773959793e+02 -4.866929054260253906e+00 8.526313519477844716e-02 -1.295347380638122575e-02 -5.778898501396179110e-02 6.639432907104489412e-04 -9.190176129341125905e-03
5.499703927876887167e-28 2.457071022185858169e+02 -5.142187356948852539e+00 9.504381036758423329e-02 9.903118371963504085e-03 6.809747958183288985e-02 -2.244287109374999700e-02 2.020310032367706593e-02
9.418723903577577979e-28 2.451680968653798232e+02 -5.088166952133178711e+00 -3.421887588500976962e-02 -1.855768883228302302e-02 -3.551783323287968641e-03 -3.451939916610717585e-02 -9.845820665359498319e-03
1.019458917789869611e-27 2.450879393712953629e+02 -4.625472307205200195e+00 6.129181265830994929e-02 2.226534748077392545e-02 -7.564542245864867842e-02 2.266155481338500560e-02 2.801090168952941745e-02
3.441894323723325975e-27 2.438701893897659261e+02 -5.074154376983642578e+00 5.931488192081450783e-02 4.770014655590057440e-02 5.909652471542362062e-03 2.902387475967407177e-02 3.040708744525909279e-02
4.228705098023015725e-27 2.436633155622920697e+02 -5.015478372573852539e+00 -7.026265490055083607e-02 -4.605936849117279325e-02 4.243261599540711082e-02 -1.418453836441039770e-02 1.294093573093414024e-02
4.386711955537823957e-27 2.436256314236995877e+02 -4.699044227600097656e+00 6.496108961105347135e-02 -3.897335672378540727e-02 -1.801660108566284502e-02 3.142808246612548845e-02 -2.559706449508667228e-02
5.089200453240662531e-27 2.434760906487403815e+02 -4.882618904113769531e+00 -7.275066339969635254e-02 3.130468761920929266e-02 -2.901717925071716636e-02 -1.514589786529541016e-02 3.055906605720519476e-02
5.697317378855699329e-27 2.433622159563176410e+02 -4.316422462463378906e+00 1.087355561256408837e-01 7.420984625816348657e-03 -6.762812805175781594e-02 2.832997226715087274e-02 -2.338425779342651403e-02
6.586772603444914623e-27 2.432161478980448805e+02 -4.917982578277587891e+00 -9.618199503421784313e-02 1.860386645793915550e-02 5.384681153297425638e-02 3.317112779617308743e-02 -1.921673619747162054e-02
1.207851925946715542e-26 2.426087827779514328e+02 -4.851035356521606445e+00 -5.920326018333435525e-02 -6.974894285202024036e-03 -3.459784770011901933e-02 -2.583932447433471419e-02 8.862052917480468806e-03
2.515681894981656629e-26 2.418740823940843256e+02 -4.455016136169433594e+00 5.141407692432405085e-02 -2.468604540824890364e-02 -7.469817423820496183e-02 -8.139212608337401123e-03 -2.132404732704162864e-02
2.599905908703040900e-26 2.418401510366797993e+02 -4.361600160598754883e+00 -9.079554533958435203e-02 -1.722669732570648177e-02 -3.684876751899719000e-02 -2.739858484268188274e-02 -3.051257908344268827e-02
2.727551300622225412e-26 2.417912220448830851e+02 -4.801090478897094727e+00 -8.953363251686097257e-02 4.513470554351807495e-02 -1.779706764221191534e-02 2.737820005416869568e-02 1.883563899993896673e-02
2.818454363797897355e-26 2.417574376553466493e+02 -5.125725746154785156e+00 3.073468208312987726e-03 1.869984090328216664e-02 5.790175509452820390e-02 1.853048944473266457e-02 -3.136092996597290156e-02
3.212775443101202783e-26 2.416254911045031406e+02 -5.057720661163330078e+00 -6.180802309513092063e-02 5.616109013557440965e-03 7.617812347412110385e-02 1.077468681335449346e-02 -2.395626354217529619e-02
3.376884305868171134e-26 2.415746728107163790e+02 -3.980862379074096680e+00 -2.614809286594391158e-02 -6.443673098087311646e-02 -7.589750933647156084e-02 2.653827381134033631e-02 2.057828879356384671e-02
3.549214774015424653e-26 2.415238999034891378e+02 -4.969926595687866211e+00 -8.440182209014893133e-03 -1.340147244930267600e-02 -1.023983573913574141e-02 3.362262725830077875e-02 2.594934582710269055e-03
5.981393280666379277e-26 2.410009727611895016e+02 -4.877991914749145508e+00 3.644980430603031452e-03 -5.030078423023224415e-02 4.461890316009521629e-02 -1.396965694427490176e-02 3.066661906242371116e-02
6.827068945375872709e-26 2.408677308547796940e+02 -5.116811513900756836e+00 -4.930325031280517745e-02 3.287902057170867531e-02 -7.683670520782476254e-03 1.066013288497924538e-02 -8.508839249610902072e-03
7.337866380455982890e-26 2.407945781755839505e+02 -4.787267446517944336e+00 8.313318657875061468e-02 2.158550655841827426e-02 -4.885545229911804344e-02 9.868168830871583419e-03 1.425366067886352922e-02
1.214764785260761603e-25 2.402894907334248842e+02 -4.228925228118896484e+00 1.034169051647186449e-01 -5.432059013843536927e-02 2.635280942916870539e-02 -3.560796403884887440e-02 -3.167876601219177246e-02
1.418569853692670365e-25 2.401333919802833066e+02 -4.612752914428710938e+00 -2.984098291397094260e-02 -5.844618344306946184e-02 7.705764269828795088e-02 2.355204391479492204e-02 2.929146695137024164e-02
1.461203305154834453e-25 2.401027809212160946e+02 -4.700250148773193359e+00 -4.451498043537140126e-02 -3.980927538871765342e-02 -2.615563845634460288e-02 -1.960838127136230180e-02 -9.204802393913268099e-03
1.571983270577740213e-25 2.400287031472737453e+02 -4.033035993576049805e+00 -3.215505230426789207e-02 -6.077123594284058322e-02 -6.575399494171142722e-02 2.657342147827148476e-02 -1.654198265075683752e-02
1.953266507613827339e-25 2.398105380958815545e+02 -4.153508663177490234e+00 -5.010345947742463057e-02 -6.009851002693177013e-02 -5.523703193664550315e-02 2.534562206268310691e-02 -3.565448999404908365e-03
2.336321235556084303e-25 2.396304636283654474e+02 -5.038535356521606445e+00 -2.754475235939024547e-03 9.007663965225218283e-03 6.569053387641905772e-02 -1.840490627288818293e-02 3.141180324554443404e-02
2.886301189962579576e-25 2.394180653817653308e+02 -5.039582490921020508e+00 -3.760405647754669345e-02 2.515565228462220138e-02 3.523012447357178056e-02 -3.413013982772827165e-02 1.292339837551117337e-02
3.680746030672941832e-25 2.391739257417368947e+02 -4.406383037567138672e+00 5.186978316307068460e-02 -5.749481248855591031e-02 -2.365480756759643505e-02 8.947553157806396873e-03 -3.023781538009643818e-02
6.458849506045737535e-25 2.386105899922036713e+02 -4.866853237152099609e+00 -1.608408844470977928e-02 4.490539669990536997e-03 -7.387035369873048984e-03 3.094309616088867371e-02 2.131048321723938432e-02
6.666806738663665048e-25 2.385779002036333054e+02 -4.607712507247924805e+00 3.647298502922056984e-02 5.603672146797175624e-03 -5.880588698387145818e-02 -1.881019878387451064e-02 2.201899945735931452e-02
8.338924512848099429e-25 2.383531069463367942e+02 -4.494242191314697266e+00 -9.210581409931183072e-02 -2.511882698535919389e-02 7.338334465026856435e-02 -1.922346067428588878e-02 -2.851703023910522744e-02
9.139535618527353723e-25 2.382604316225236971e+02 -4.739073514938354492e+00 9.466632163524628385e-02 -1.620184028148650979e-02 5.865241813659667625e-02 -2.616923618316650130e-02 -1.336602580547332705e-02
1.350738451769607180e-24 2.378688046618935061e+02 -4.492026329040527344e+00 -1.031200886964798030e-01 5.783800256252288885e-02 -4.090779304504394559e-02 9.304218292236349219e-04 5.404990911483761873e-03
1.455109327304043583e-24 2.377933750692627086e+02 -4.977962493896484375e+00 -3.044603884220123402e-02 1.839187216758728094e-02 3.586613917350768566e-02 1.434179735183715998e-02 -2.784584677219391000e-02
1.607049837460733065e-24 2.376930560070971978e+02 -5.034813880920410156e+00 -3.531156384944915405e-02 1.961638534069061468e-02 3.031484413146973145e-02 2.362889242172241250e-02 1.841368818283081049e-02
1.931449407275663311e-24 2.375081853968119958e+02 -4.738179445266723633e+00 9.828056180477141857e-02 -2.074949741363525668e-02 3.678522276878357089e-02 -1.990666866302490123e-03 -1.805898356437683067e-02
1.994039056963675381e-24 2.374752938475125745e+02 -5.074234485626220703e+00 5.942321205139160234e-02 5.280256032943728139e-03 6.407562875747681297e-02 -5.322961807250961574e-04 -1.378544712066650385e-02
2.152150903838331953e-24 2.373979883436614671e+02 -4.533385276794433594e+00 -4.804068195819855003e-02 -6.486225771903991744e-02 7.324473452568054654e-02 7.258272171020506425e-03 1.951397037506103632e-02
2.666765893071933284e-24 2.371825896438825794e+02 -4.903211116790771484e+00 -3.650295817852020064e-02 1.091923999786377497e-02 5.185285091400149149e-03 3.135553836822509849e-02 8.621549606323275494e-04
2.790810528640387260e-24 2.371361240404037289e+02 -4.728686571121215820e+00 -1.282538366317749479e-02 -5.773272514343202877e-04 -2.640661883354186723e-02 2.936358404159545438e-02 -8.208359599113465577e-03
2.818086646567594216e-24 2.371253979455602519e+02 -4.777511358261108398e+00 8.647030413150787187e-02 4.123741757869721358e-02 2.861971306800842330e-02 3.379886770248412969e-02 -1.129585862159728990e-02
2.929007528953446949e-24 2.370857924677757183e+02 -4.737973451614379883e+00 7.308986628055573476e-02 -4.161632251739502686e-02 4.872649383544920554e-02 2.451456212997436129e-02 9.830391883850098100e-03
3.010950368131751777e-24 2.370572003402567702e+02 -4.483762979507446289e+00 7.055450606346129472e-02 -1.327294993400573997e-02 -5.474890708923339788e-02 -1.926405858993530257e-02 1.079000544548034540e-02
3.054531857648478248e-24 2.370418297633081863e+02 -5.121090888977050781e+00 2.076446056365967296e-02 4.060796570777892855e-02 1.490142989158629860e-02 1.036275529861450245e-02 1.562505984306335194e-02
4.140306941126605683e-24 2.367366861806463021e+02 -4.642207860946655273e+00 -4.035519826412201083e-02 -5.255561614036560747e-02 4.044584298133850619e-02 9.805212020874025380e-03 2.513149058818817116e-02
4.690856759513622823e-24 2.366108408623946957e+02 -5.019599676132202148e+00 1.925281798839569014e-02 7.763878583908076503e-03 2.678615784645080322e-02 -2.138060474395751809e-02 2.092908704280853349e-02
5.474916095546873514e-24 2.364552791555330771e+02 -4.303529262542724609e+00 -5.695728242397308377e-02 -8.357845902442935515e-03 -6.553623747825622348e-02 9.897917747497556040e-03 -1.088501715660095126e-02
